Store_dma_id,Rack_time,To_the_door_time,Otd_time,Source_actor,Destination_type,Destination_Channel,subtotal_amount_USD,total_tax_USD,net_sales_USD,store_order_number,store_number,Tip_USD
541,11.85,26.917,19.683,iOS,Delivery,Dispatch,36.06,1.91,31.76,5166|20230824|0057,5166,4.27
541,8.017,28.8,22.45,iOS,Delivery,Dispatch,31.95,1.05,17.45,5166|20230824|0054,5166,0.0
541,2.417,18.517,9.583,iOS,Delivery,Dispatch,43.75,1.35,22.45,5166|20230824|0036,5166,5.0
541,10.617,27.583,20.933,iOS,Delivery,Dispatch,33.86,1.53,25.46,5166|20230824|0027,5166,2.9
541,13.2,45.4,20.717,iOS,Delivery,Dispatch,39.36,2.31,38.46,88|20230824|0045,88,2.3
541,10.85,34.567,17.967,iOS,Delivery,Dispatch,17.36,0.43,7.16,88|20230824|0074,88,0.0
541,16.317,46.85,25.367,iOS,Delivery,Dispatch,31.52,1.49,24.89,88|20230824|0040,88,0.0
541,8.283,36.883,15.05,iOS,Delivery,Dispatch,18.98,1.12,18.58,5166|20230824|0058,5166,2.11
754,3.367,30.817,11.267,iOS,Delivery,Dispatch,23.99,0.0,20.39,2792|20230824|0027,2792,0.0
754,8.583,30.267,25.817,iOS,Delivery,Dispatch,30.98,0.0,22.97,2792|20230824|0059,2792,1.03
754,21.517,38.017,32.367,iOS,Delivery,Dispatch,45.48,0.0,35.47,2792|20230824|0082,2792,5.62
754,17.7,56.95,35.183,iOS,Delivery,Dispatch,30.59,0.0,25.67,2792|20230824|0086,2792,0.0
754,6.367,32.783,17.767,iOS,Delivery,Dispatch,25.49,0.0,21.48,2792|20230824|0084,2792,3.49
754,8.567,53.567,31.783,iOS,Delivery,Dispatch,29.49,0.0,19.97,2792|20230824|0071,2792,3.25
754,125.5,147.317,136.067,iOS,Delivery,Dispatch,44.99,0.0,32.97,2792|20230824|0047,2792,7.39
754,39.25,68.817,54.4,iOS,Delivery,Dispatch,46.64,0.0,46.64,2792|20230824|0073,2792,0.0
754,8.967,38.417,20.367,iOS,Delivery,Dispatch,44.08,0.0,34.08,2792|20230824|0083,2792,0.0
754,6.067,50.933,33.9,iOS,Delivery,Dispatch,78.48,0.0,35.98,2792|20230824|0066,2792,10.0
754,13.65,38.667,23.417,iOS,Delivery,Dispatch,26.99,0.0,22.98,2792|20230824|0032,2792,4.2
754,32.933,59.133,43.983,iOS,Delivery,Dispatch,30.36,0.0,30.36,2792|20230824|0049,2792,0.0
541,9.633,20.917,16.183,Android,Delivery,Dispatch,23.27,1.18,19.67,88|20230824|0094,88,3.18
541,2.667,22.567,12.05,Android,Delivery,Dispatch,60.05,2.73,45.41,5166|20230824|0039,5166,10.0
541,2.283,23.25,13.817,Android,Delivery,Dispatch,39.25,1.75,29.15,5166|20230824|0025,5166,4.64
754,2.817,32.983,16.05,Android,Delivery,Dispatch,38.58,0.0,28.58,2792|20230824|0020,2792,6.52
541,48.9,63.217,55.283,PapaCall - Transcom,Delivery,Dispatch,23.48,1.14,18.98,88|20230824|0053,88,0.0
541,10.45,23.833,17.317,PapaCall - Transcom,Delivery,Dispatch,42.56,2.11,35.16,88|20230824|0052,88,5.0
541,7.817,53.317,15.883,PapaCall - Transcom,Delivery,Dispatch,35.64,1.81,30.14,88|20230824|0012,88,6.39
541,8.567,30.833,20.767,PapaCall - Transcom,Delivery,Dispatch,43.47,2.13,35.47,5166|20230824|0016,5166,0.0
754,34.8,63.633,59.217,Third Party Call Center - Tsourcing,Delivery,Dispatch,30.39,0.0,30.39,2792|20230824|0068,2792,0.0
754,21.4,39.95,32.283,Third Party Call Center - Tsourcing,Delivery,Dispatch,24.98,0.0,24.98,2792|20230824|0081,2792,0.0
754,38.45,55.317,50.733,Third Party Call Center - Tsourcing,Delivery,Dispatch,24.09,0.0,24.09,2792|20230824|0050,2792,0.0
754,15.183,47.183,23.317,Third Party Call Center - Tsourcing,Delivery,Dispatch,34.49,0.0,34.49,2792|20230824|0046,2792,0.0
754,10.05,32.883,23.95,Third Party Call Center - Tsourcing,Delivery,Dispatch,23.99,0.0,23.99,2792|20230824|0013,2792,5.0
541,36.633,66.767,44.167,Mobile Web,Delivery,Dispatch,59.14,2.66,44.4,88|20230824|0024,88,7.88
541,2.75,19.717,9.033,Mobile Web,Delivery,Dispatch,26.84,1.59,26.44,88|20230824|0005,88,3.22
541,6.233,20.817,13.333,Mobile Web,Delivery,Dispatch,32.98,1.55,25.88,88|20230824|0091,88,0.0
541,3.567,40.233,11.317,Mobile Web,Delivery,Dispatch,28.27,1.64,27.37,88|20230824|0042,88,4.48
541,34.7,48.167,40.867,Mobile Web,Delivery,Dispatch,22.55,1.34,22.25,88|20230824|0082,88,2.59
541,15.483,29.233,23.7,Mobile Web,Delivery,Dispatch,52.46,2.41,40.11,88|20230824|0028,88,0.0
541,2.75,15.75,10.533,Mobile Web,Delivery,Dispatch,29.07,1.5,24.97,88|20230824|0065,88,4.82
541,5.533,28.533,16.317,Mobile Web,Delivery,Dispatch,48.91,2.09,34.81,5166|20230824|0055,5166,5.87
541,8.7,33.2,16.083,Mobile Web,Delivery,Dispatch,24.38,0.65,10.88,88|20230824|0071,88,4.75
541,0.0,13.783,8.4,Mobile Web,Delivery,Dispatch,38.83,1.98,33.0,5166|20230824|0040,5166,5.03
541,2.583,17.717,12.3,Mobile Web,Delivery,Dispatch,50.66,2.61,43.46,5166|20230824|0034,5166,6.84
541,1.967,15.183,10.0,Mobile Web,Delivery,Dispatch,32.47,1.68,27.97,5166|20230824|0032,5166,4.0
541,9.383,23.783,19.317,Mobile Web,Delivery,Dispatch,26.56,1.24,20.66,5166|20230824|0024,5166,3.0
541,3.3,20.667,13.617,Mobile Web,Delivery,Dispatch,21.98,1.11,18.48,5166|20230824|0004,5166,2.28
541,22.25,41.733,28.583,Mobile Web,Delivery,Dispatch,12.98,0.78,12.98,88|20230824|0060,88,0.0
541,11.2,30.033,17.633,Mobile Web,Delivery,Dispatch,29.45,0.96,15.95,88|20230824|0046,88,3.67
754,14.45,29.75,24.217,Mobile Web,Delivery,Dispatch,32.19,0.0,27.08,2792|20230824|0038,2792,3.16
754,7.217,36.067,24.933,Mobile Web,Delivery,Dispatch,107.54,0.0,73.53,2792|20230824|0044,2792,15.23
754,9.683,43.7,22.3,Mobile Web,Delivery,Dispatch,40.29,0.0,32.28,2792|20230824|0011,2792,4.84
754,12.317,53.667,32.617,Mobile Web,Delivery,Dispatch,47.27,0.0,36.22,2792|20230824|0064,2792,5.88
754,6.85,38.033,30.033,Mobile Web,Delivery,Dispatch,23.09,0.0,23.09,2792|20230824|0072,2792,5.0
754,12.767,38.7,23.717,Mobile Web,Delivery,Dispatch,29.49,0.0,19.97,2792|20230824|0029,2792,3.25
754,13.067,41.817,26.05,Mobile Web,Delivery,Dispatch,44.99,0.0,32.98,2792|20230824|0001,2792,5.54
754,6.717,37.017,15.85,Mobile Web,Delivery,Dispatch,30.04,0.0,19.98,2792|20230824|0042,2792,2.99
754,9.983,48.817,19.5,Mobile Web,Delivery,Dispatch,35.48,0.0,35.48,2792|20230824|0005,2792,5.9
754,15.583,62.133,30.95,Mobile Web,Delivery,Dispatch,48.49,0.0,37.43,2792|20230824|0056,2792,7.27
754,6.183,39.3,19.517,Mobile Web,Delivery,Dispatch,53.29,0.0,35.76,2792|20230824|0075,2792,7.0
754,4.667,34.817,20.017,Mobile Web,Delivery,Dispatch,26.99,0.0,18.98,2792|20230824|0053,2792,0.0
754,4.417,25.05,17.233,Mobile Web,Delivery,Dispatch,45.99,0.0,36.98,2792|20230824|0002,2792,0.0
541,5.633,42.917,13.617,Desktop Web,Delivery,Dispatch,39.87,1.86,30.98,88|20230824|0009,88,4.57
541,5.283,16.6,11.717,Desktop Web,Delivery,Dispatch,29.27,1.5,25.02,88|20230824|0013,88,3.31
541,21.5,51.117,29.05,Desktop Web,Delivery,Dispatch,24.37,1.14,18.97,88|20230824|0006,88,3.5
541,21.85,41.3,32.65,Desktop Web,Delivery,Dispatch,38.76,1.32,22.02,5166|20230824|0045,5166,5.01
541,5.933,20.533,13.167,Desktop Web,Delivery,Dispatch,45.37,2.67,44.57,88|20230824|0072,88,5.94
541,8.617,25.3,15.517,Desktop Web,Delivery,Dispatch,43.46,2.2,36.72,88|20230824|0037,88,6.93
541,14.233,31.367,24.367,Desktop Web,Delivery,Dispatch,27.07,1.35,22.47,5166|20230824|0022,5166,3.39
541,10.95,26.65,17.767,Desktop Web,Delivery,Dispatch,29.63,1.4,23.24,88|20230824|0007,88,3.65
754,11.767,34.217,22.367,Desktop Web,Delivery,Dispatch,37.99,0.0,27.48,2792|20230824|0074,2792,6.52
754,4.667,36.25,17.333,Desktop Web,Delivery,Dispatch,81.29,0.0,58.22,2792|20230824|0035,2792,6.0
754,7.133,30.167,22.1,Desktop Web,Delivery,Dispatch,39.64,0.0,39.64,2792|20230824|0051,2792,5.05
754,18.75,52.9,31.117,Desktop Web,Delivery,Dispatch,39.78,0.0,35.77,2792|20230824|0034,2792,0.0
754,22.733,60.85,31.45,Desktop Web,Delivery,Dispatch,26.99,0.0,21.74,2792|20230824|0039,2792,3.15
754,23.4,46.233,35.433,Traditional,Delivery,Dispatch,46.19,0.0,46.19,2792|20230824|0014,2792,3.81
541,0.583,15.5,7.4,iOS,Delivery,Dispatch,22.98,1.19,19.78,18|20221005|0017,18,2.96
541,2.5,15.5,9.75,iOS,Delivery,Dispatch,22.37,1.1,18.37,18|20221005|0119,18,2.68
541,24.117,54.133,34.55,iOS,Delivery,Dispatch,34.94,1.8,30.07,88|20221005|0047,88,3.76
541,7.383,31.167,20.75,iOS,Delivery,Dispatch,42.84,2.04,34.04,5166|20221005|0003,5166,0.0
541,19.133,37.083,27.067,iOS,Delivery,Dispatch,19.98,1.2,19.98,5166|20221005|0014,5166,2.32
541,16.317,31.767,25.617,iOS,Delivery,Dispatch,22.98,0.66,10.98,88|20221005|0049,88,2.7
541,5.633,31.867,16.533,iOS,Delivery,Dispatch,21.48,1.17,19.48,5166|20221005|0059,5166,3.0
541,16.217,34.933,24.75,iOS,Delivery,Dispatch,37.55,1.65,27.55,18|20221005|0116,18,0.0
541,17.65,35.217,27.15,iOS,Delivery,Dispatch,35.35,2.12,35.35,88|20221005|0022,88,4.55
541,15.1,33.2,30.55,iOS,Delivery,Dispatch,51.7,1.85,30.9,88|20221005|0042,88,4.0
541,33.05,61.0,50.233,iOS,Delivery,Dispatch,31.47,1.89,31.47,18|20221005|0143,18,0.0
541,9.5,42.3,21.417,iOS,Delivery,Dispatch,20.87,1.25,20.87,18|20221005|0158,18,3.97
541,6.617,25.45,14.3,iOS,Delivery,Dispatch,21.87,1.07,17.87,18|20221005|0090,18,2.97
541,13.5,27.267,20.983,iOS,Delivery,Dispatch,28.56,1.23,20.56,18|20221005|0006,18,3.11
541,0.0,56.8,38.033,iOS,Delivery,Dispatch,13.98,0.84,13.98,18|20221005|0147,18,1.35
541,3.667,35.933,29.25,iOS,Delivery,Dispatch,26.46,1.59,26.46,18|20221005|0156,18,0.0
541,4.3,42.367,11.35,iOS,Delivery,Dispatch,18.98,0.9,14.98,18|20221005|0047,18,1.5
541,6.35,23.033,16.033,iOS,Delivery,Dispatch,21.47,1.03,17.22,5166|20221005|0060,5166,3.0
541,0.333,31.817,12.617,iOS,Delivery,Dispatch,26.47,1.11,18.47,5166|20221005|0004,5166,0.0
541,12.9,37.017,25.35,iOS,Delivery,Dispatch,29.77,0.66,10.99,5166|20221005|0032,5166,2.48
541,7.55,28.867,22.7,iOS,Delivery,Dispatch,36.47,1.8,29.98,5166|20221005|0031,5166,0.0
541,1.117,17.2,13.15,iOS,Delivery,Dispatch,44.85,2.69,44.85,5166|20221005|0020,5166,6.05
541,15.583,29.517,24.65,iOS,Delivery,Dispatch,24.67,1.24,20.68,5166|20221005|0047,5166,4.05
541,12.467,30.183,20.767,iOS,Delivery,Dispatch,25.95,1.44,23.95,88|20221005|0032,88,4.74
541,1.983,37.417,19.117,iOS,Delivery,Dispatch,28.65,1.01,16.82,88|20221005|0044,88,4.73
754,1.25,36.8,16.95,iOS,Delivery,Dispatch,49.56,0.0,38.59,2792|20221005|0037,2792,10.97
754,0.883,45.733,13.767,iOS,Delivery,Dispatch,64.4,0.0,64.4,2792|20221005|0044,2792,14.68
541,6.7,20.55,16.117,Android,Delivery,Dispatch,32.97,1.55,25.85,5166|20221005|0016,5166,4.27
541,15.333,28.533,24.35,Android,Delivery,Dispatch,46.46,0.57,9.47,5166|20221005|0044,5166,5.25
541,30.217,43.55,39.467,Android,Delivery,Dispatch,33.47,1.35,22.48,5166|20221005|0007,5166,0.0
541,0.417,29.95,18.617,Android,Delivery,Dispatch,43.03,2.58,43.03,5166|20221005|0041,5166,7.71
541,28.817,61.867,37.317,PapaCall,Delivery,Dispatch,26.67,1.41,23.47,18|20221005|0095,18,0.0
541,17.4,41.417,25.75,PapaCall,Delivery,Dispatch,21.48,1.29,21.48,5166|20221005|0027,5166,0.0
541,19.417,33.15,29.467,PapaCall,Delivery,Dispatch,18.97,1.14,18.97,5166|20221005|0010,5166,0.0
541,35.867,56.617,43.95,PapaCall,Delivery,Dispatch,39.14,1.87,31.14,88|20221005|0025,88,0.0
541,35.7,45.067,43.5,PapaCall,Delivery,Dispatch,19.98,1.2,19.98,18|20221005|0114,18,0.0
541,16.95,39.783,30.05,PapaCall,Delivery,Dispatch,19.16,1.15,19.16,18|20221005|0139,18,0.0
541,17.45,50.267,30.317,PapaCall,Delivery,Dispatch,52.05,2.62,43.67,18|20221005|0138,18,0.0
541,9.317,131.25,20.783,PapaCall,Delivery,Dispatch,38.95,2.22,36.95,18|20221005|0069,18,0.0
541,9.083,33.233,16.25,PapaCall,Delivery,Dispatch,17.57,1.05,17.57,18|20221005|0072,18,0.0
541,38.583,67.083,48.367,PapaCall,Delivery,Dispatch,27.48,1.65,27.48,5166|20221005|0066,5166,0.0
541,11.683,24.617,18.167,Mobile Web,Delivery,Dispatch,18.98,1.14,18.98,18|20221005|0018,18,0.0
541,27.067,48.017,36.5,Mobile Web,Delivery,Dispatch,29.66,0.94,15.66,18|20221005|0129,18,0.0
541,4.283,17.483,14.3,Mobile Web,Delivery,Dispatch,83.71,4.54,75.71,88|20221005|0013,88,11.24
541,30.867,48.917,38.45,Mobile Web,Delivery,Dispatch,22.98,1.19,19.78,88|20221005|0059,88,0.0
541,11.1,30.983,20.25,Mobile Web,Delivery,Dispatch,30.98,0.18,3.0,88|20221005|0057,88,3.0
541,24.933,63.133,38.233,Mobile Web,Delivery,Dispatch,36.97,1.08,17.97,88|20221005|0037,88,4.51
541,11.083,42.6,18.05,Mobile Web,Delivery,Dispatch,27.65,0.76,12.65,18|20221005|0086,18,4.21
541,11.767,28.2,19.117,Mobile Web,Delivery,Dispatch,22.17,1.33,22.17,88|20221005|0058,88,3.44
541,30.033,48.317,38.25,Mobile Web,Delivery,Dispatch,28.97,1.74,28.97,88|20221005|0053,88,0.0
541,6.95,25.4,17.85,Mobile Web,Delivery,Dispatch,37.76,2.15,35.77,88|20221005|0030,88,4.92
541,13.283,44.05,23.267,Mobile Web,Delivery,Dispatch,40.55,2.43,40.55,5166|20221005|0011,5166,7.21
541,16.417,32.65,27.0,Mobile Web,Delivery,Dispatch,33.31,0.5,8.37,5166|20221005|0056,5166,5.0
541,4.567,31.05,11.2,Mobile Web,Delivery,Dispatch,15.98,0.96,15.98,18|20221005|0016,18,1.65
541,31.0,60.917,40.3,Mobile Web,Delivery,Dispatch,41.14,1.75,29.14,88|20221005|0027,88,4.71
541,9.9,28.633,24.033,Mobile Web,Delivery,Dispatch,25.46,1.42,23.66,88|20221005|0036,88,3.07
541,15.75,39.817,27.517,Mobile Web,Delivery,Dispatch,75.14,4.51,75.14,88|20221005|0002,88,2.0
541,1.217,62.2,11.267,Mobile Web,Delivery,Dispatch,30.86,1.46,24.39,18|20221005|0104,18,0.0
541,29.517,50.617,38.2,Mobile Web,Delivery,Dispatch,30.77,1.85,30.77,18|20221005|0077,18,3.87
541,5.3,46.4,37.3,Mobile Web,Delivery,Dispatch,29.47,1.53,25.48,18|20221005|0153,18,5.65
541,4.65,40.683,36.117,Mobile Web,Delivery,Dispatch,26.95,1.33,22.15,18|20221005|0149,18,3.06
541,6.433,19.533,14.367,Mobile Web,Delivery,Dispatch,43.13,2.41,40.15,18|20221005|0089,18,5.27
541,7.2,22.283,16.183,Mobile Web,Delivery,Dispatch,20.97,0.66,10.97,5166|20221005|0062,5166,3.3
541,3.367,24.667,18.833,Mobile Web,Delivery,Dispatch,43.98,2.64,43.98,5166|20221005|0039,5166,10.0
541,9.783,34.483,23.25,Mobile Web,Delivery,Dispatch,45.44,2.14,35.63,5166|20221005|0030,5166,7.55
541,10.067,32.25,18.333,Mobile Web,Delivery,Dispatch,46.85,2.81,46.85,5166|20221005|0019,5166,6.35
754,0.183,37.5,14.1,Mobile Web,Delivery,Dispatch,60.16,0.0,60.16,2792|20221005|0042,2792,10.89
754,1.8,26.417,10.667,Mobile Web,Delivery,Dispatch,62.41,0.0,48.67,2792|20221005|0078,2792,5.0
541,5.817,27.033,17.867,Desktop Web,Delivery,Dispatch,37.14,1.75,29.14,18|20221005|0133,18,4.35
541,13.783,32.767,26.567,Desktop Web,Delivery,Dispatch,51.93,1.96,32.69,18|20221005|0048,18,5.0
541,12.133,25.65,19.183,Desktop Web,Delivery,Dispatch,24.87,0.7,11.67,18|20221005|0011,18,3.98
541,21.733,43.6,30.433,Desktop Web,Delivery,Dispatch,29.47,0.94,15.72,5166|20221005|0045,5166,3.0
541,43.817,66.133,51.183,Desktop Web,Delivery,Dispatch,21.78,0.35,5.84,18|20221005|0088,18,0.0
541,17.2,42.217,24.167,Desktop Web,Delivery,Dispatch,19.98,0.97,16.23,18|20221005|0102,18,3.75
541,6.567,62.25,39.6,Desktop Web,Delivery,Dispatch,29.47,1.77,29.47,18|20221005|0146,18,4.9
541,28.35,40.383,35.617,Desktop Web,Delivery,Dispatch,18.98,0.9,14.98,18|20221005|0030,18,2.42
541,11.1,31.133,21.467,Desktop Web,Delivery,Dispatch,22.47,0.72,11.97,18|20221005|0098,18,0.0
541,3.733,34.983,18.5,Desktop Web,Delivery,Dispatch,88.93,5.34,88.93,18|20221005|0007,18,12.59
541,2.317,24.45,14.75,Desktop Web,Delivery,Dispatch,57.84,2.97,49.46,18|20221005|0134,18,0.0
541,10.317,35.35,17.983,Desktop Web,Delivery,Dispatch,27.74,1.38,22.98,18|20221005|0123,18,3.6
541,9.867,21.833,17.367,Desktop Web,Delivery,Dispatch,24.15,1.16,19.28,5166|20221005|0012,5166,3.0
541,24.433,41.983,37.633,Desktop Web,Delivery,Dispatch,66.8,3.29,54.8,5166|20221005|0052,5166,0.0
541,28.2,47.983,42.317,Desktop Web,Delivery,Dispatch,48.44,2.24,37.45,5166|20221005|0067,5166,0.0
754,12.4,44.083,30.383,Desktop Web,Delivery,Dispatch,27.92,0.0,17.92,2792|20221005|0007,2792,5.56
754,5.05,44.033,18.467,Desktop Web,Delivery,Dispatch,25.93,0.0,25.93,2792|20221005|0010,2792,3.04
754,4.333,59.217,15.25,Desktop Web,Delivery,Dispatch,28.93,0.0,23.68,2792|20221005|0083,2792,3.49
754,8.883,43.017,19.667,Desktop Web,Delivery,Dispatch,52.72,0.0,52.72,2792|20221005|0079,2792,0.0
541,50.733,69.6,57.35,Traditional,Delivery,Dispatch,23.48,1.41,23.48,18|20221005|0080,18,0.0
541,19.333,44.55,28.167,Traditional,Delivery,Dispatch,30.35,1.82,30.35,18|20221005|0105,18,0.0
541,4.75,35.933,14.267,Traditional,Delivery,Dispatch,16.48,0.99,16.48,18|20221005|0131,18,0.0
541,12.0,29.367,21.6,Traditional,Delivery,Dispatch,18.48,1.11,18.48,5166|20221005|0005,5166,0.0
541,13.6,29.767,27.017,Traditional,Delivery,Dispatch,40.36,0.0,0.0,5166|20221005|0024,5166,0.0
541,52.067,75.367,63.633,Traditional,Delivery,Dispatch,42.36,0.0,0.0,5166|20221005|0025,5166,0.0
541,16.167,36.6,24.233,Traditional,Delivery,Dispatch,33.47,2.01,33.47,88|20221005|0020,88,5.0
541,15.9,28.2,23.567,Third Party Call Center - Transcom,Delivery,Dispatch,24.65,1.19,19.78,88|20221005|0056,88,5.0
541,12.067,41.0,29.0,Third Party Call Center - Transcom,Delivery,Dispatch,28.64,1.48,24.64,88|20221005|0043,88,0.0
541,10.367,44.367,19.067,iOS,Delivery,Dispatch,33.57,1.52,25.37,88|20230327|0015,88,3.81
541,16.467,35.317,27.683,iOS,Delivery,Dispatch,40.66,1.96,32.66,5166|20230327|0004,5166,8.0
541,11.167,26.3,18.4,iOS,Delivery,Dispatch,13.87,0.83,13.87,88|20230327|0009,88,0.0
541,19.25,48.75,28.083,iOS,Delivery,Dispatch,23.28,1.12,18.71,88|20230327|0008,88,0.0
541,10.783,30.35,18.467,iOS,Delivery,Dispatch,13.28,0.8,13.28,88|20230327|0057,88,2.07
541,9.95,28.933,18.283,iOS,Delivery,Dispatch,53.81,2.5,41.6,88|20230327|0034,88,0.0
541,2.933,17.067,10.517,iOS,Delivery,Dispatch,21.97,1.32,21.97,88|20230327|0011,88,2.55
541,23.117,43.883,29.633,iOS,Delivery,Dispatch,14.09,0.0,0.0,18|20230327|0070,18,0.0
541,14.85,42.533,23.733,iOS,Delivery,Dispatch,39.75,2.2,36.65,18|20230327|0148,18,4.38
541,20.4,40.05,29.883,iOS,Delivery,Dispatch,24.67,1.23,20.57,88|20230327|0049,88,0.0
541,6.467,32.35,14.167,iOS,Delivery,Dispatch,32.66,1.44,23.96,88|20230327|0016,88,4.6
541,12.817,23.633,19.317,Android,Delivery,Dispatch,18.58,0.82,13.58,5166|20230327|0006,5166,2.11
541,1.15,15.333,10.95,Android,Delivery,Dispatch,57.65,2.52,42.05,5166|20230327|0049,5166,7.25
541,5.25,19.017,13.833,Android,Delivery,Dispatch,31.25,1.88,31.25,88|20230327|0030,88,5.25
541,6.05,20.767,16.967,Android,Delivery,Dispatch,27.07,1.17,19.53,5166|20230327|0001,5166,3.0
541,19.433,36.05,28.817,Android,Delivery,Dispatch,37.36,1.75,29.16,88|20230327|0063,88,3.9
541,4.883,36.833,12.95,Third Party Call Center - Transcom,Delivery,Dispatch,25.77,1.55,25.77,88|20230327|0035,88,0.0
541,12.033,30.95,20.783,PapaCall - Transcom,Delivery,Dispatch,18.34,1.1,18.34,88|20230327|0031,88,0.0
541,7.75,20.933,14.717,PapaCall,Delivery,Dispatch,18.58,1.11,18.58,5166|20230327|0067,5166,0.0
541,3.75,31.2,13.467,PapaCall,Delivery,Dispatch,27.07,1.62,27.07,18|20230327|0076,18,3.0
541,2.517,22.3,12.117,PapaCall,Delivery,Dispatch,47.6,2.82,47.11,5166|20230327|0047,5166,0.0
541,3.767,18.85,14.133,PapaCall,Delivery,Dispatch,25.57,1.23,20.49,5166|20230327|0046,5166,3.0
541,0.933,56.717,23.95,Mobile Web,Delivery,Dispatch,22.67,1.36,22.67,18|20230327|0010,18,3.54
541,9.283,25.267,18.933,Mobile Web,Delivery,Dispatch,39.27,1.86,30.98,5166|20230327|0022,5166,2.0
541,9.117,26.617,17.333,Mobile Web,Delivery,Dispatch,45.61,2.74,45.61,88|20230327|0047,88,0.0
541,13.633,31.783,20.317,Mobile Web,Delivery,Dispatch,13.28,0.8,13.28,88|20230327|0055,88,2.07
541,5.433,18.417,12.267,Mobile Web,Delivery,Dispatch,24.46,1.17,19.56,18|20230327|0096,18,2.68
541,9.017,19.3,17.917,Mobile Web,Delivery,Dispatch,23.56,1.41,23.56,5166|20230327|0016,5166,10.0
541,0.817,14.033,8.967,Mobile Web,Delivery,Dispatch,37.77,1.27,21.08,5166|20230327|0008,5166,5.32
541,2.117,20.6,14.95,Desktop Web,Delivery,Dispatch,25.99,0.94,15.58,88|20230327|0021,88,5.2
541,7.783,25.983,13.983,Traditional,Delivery,Dispatch,26.57,1.34,22.25,18|20230327|0073,18,0.0
541,23.233,52.517,31.783,Traditional,Delivery,Dispatch,28.25,1.7,28.25,18|20230327|0007,18,0.0
541,6.283,28.0,16.25,iOS,Delivery,Dispatch,55.28,2.74,45.64,5166|20230312|0035,5166,7.19
541,13.05,28.217,22.9,iOS,Delivery,Dispatch,20.56,1.23,20.56,88|20230312|0012,88,3.11
541,24.5,42.6,32.55,iOS,Delivery,Dispatch,53.36,2.52,41.97,88|20230312|0014,88,0.0
541,23.467,43.817,30.817,iOS,Delivery,Dispatch,24.37,1.14,18.97,88|20230312|0045,88,2.1
541,0.0,17.467,8.867,iOS,Delivery,Dispatch,23.78,1.43,23.78,5166|20230312|0009,5166,0.0
541,10.833,24.7,19.933,iOS,Delivery,Dispatch,43.75,1.38,22.95,88|20230312|0020,88,8.89
541,14.817,44.2,32.1,iOS,Delivery,Dispatch,25.57,1.14,18.97,88|20230312|0068,88,3.8
541,13.433,29.517,23.75,iOS,Delivery,Dispatch,29.26,1.76,29.26,88|20230312|0038,88,3.64
541,12.817,29.433,21.133,iOS,Delivery,Dispatch,29.93,1.61,26.83,88|20230312|0082,88,4.61
541,9.533,48.7,27.717,iOS,Delivery,Dispatch,25.57,1.38,22.97,88|20230312|0065,88,3.74
541,0.0,35.867,13.05,iOS,Delivery,Dispatch,30.37,1.33,22.17,18|20230312|0112,18,3.33
541,5.417,19.883,14.85,iOS,Delivery,Dispatch,27.47,1.49,24.87,18|20230312|0009,18,0.0
541,15.0,31.117,22.633,iOS,Delivery,Dispatch,16.08,0.97,16.08,18|20230312|0097,18,1.66
541,11.083,22.55,18.083,iOS,Delivery,Dispatch,23.87,1.14,18.97,18|20230312|0002,18,2.59
541,5.133,23.067,17.333,iOS,Delivery,Dispatch,35.24,1.62,26.95,5166|20230312|0004,5166,6.15
541,1.35,19.667,9.717,iOS,Delivery,Dispatch,26.67,0.9,15.07,5166|20230312|0074,5166,5.14
541,8.083,33.533,16.8,iOS,Delivery,Dispatch,46.76,2.81,46.76,5166|20230312|0014,5166,6.34
541,16.1,34.233,30.133,iOS,Delivery,Dispatch,45.45,2.57,42.85,5166|20230312|0024,5166,7.81
541,10.217,31.317,23.35,iOS,Delivery,Dispatch,51.35,2.96,49.25,5166|20230312|0008,5166,0.0
541,0.0,22.217,15.733,iOS,Delivery,Dispatch,44.75,2.66,44.25,5166|20230312|0083,5166,8.05
541,5.55,25.95,17.3,iOS,Delivery,Dispatch,28.41,0.96,16.06,5166|20230312|0023,5166,4.97
541,3.4,25.683,10.783,iOS,Delivery,Dispatch,19.08,0.36,5.98,88|20230312|0043,88,2.44
541,5.483,23.85,14.117,iOS,Delivery,Dispatch,20.08,1.08,17.98,88|20230312|0022,88,2.64
541,13.183,29.8,20.75,Android,Delivery,Dispatch,24.28,0.86,14.28,88|20230312|0017,88,0.0
541,15.533,33.933,25.75,Android,Delivery,Dispatch,25.78,0.91,15.13,5166|20230312|0012,5166,0.0
541,2.333,26.567,15.683,PapaCall,Delivery,Dispatch,44.17,2.15,35.88,88|20230312|0071,88,5.0
541,44.617,62.8,53.917,PapaCall,Delivery,Dispatch,72.93,4.37,72.93,88|20230312|0002,88,0.0
541,24.683,40.933,36.2,PapaCall,Delivery,Dispatch,73.63,4.42,73.63,5166|20230312|0005,5166,10.0
541,4.483,34.75,14.083,Mobile Web,Delivery,Dispatch,34.84,2.09,34.84,88|20230312|0034,88,4.48
541,2.75,19.35,12.517,Mobile Web,Delivery,Dispatch,40.65,2.04,34.05,5166|20230312|0029,5166,5.42
541,10.65,30.267,20.917,Mobile Web,Delivery,Dispatch,32.74,1.84,30.64,5166|20230312|0077,5166,0.0
541,15.717,27.6,22.583,Mobile Web,Delivery,Dispatch,22.66,1.36,22.66,88|20230312|0024,88,7.0
